	sample	Bin	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp
58	bc2169_SemiBin2	SemiBin_29	bacteria_odb10	21.8	15.3	6.5	4.0	74.2	124	1269689	1269689	0.000%	6	36.21	15.76	Neural Network (Specific Model)	11	0.898	1269689	319.9691886340294	3118341	0.66	2921	None	2933	2900	6	genus	0.95	0.94	0.03	0.03	0.07	0.89	0.84	True	6	6	6	6	6	5	3118341	3118341	3118341	3118341	3118341	3085353	6	1365240	3118341	65.88	1269689	300051	1147610.4	2	3	0.0
59	bc2169_SemiBin2	SemiBin_3	bacteria_odb10	0.8	0.8	0.0	3.2	96.0	124	56057	56057	0.000%	24	7.47	1.07	Neural Network (Specific Model)	4	0.781	56057	226.84153846153845	1121879	0.58	1300	None	1274	173	24	kingdom	1.0	0.14	0.0	0.12	0.27	0.42	0.06	True	24	24	24	24	20	9	1121879	1121879	1121879	1121879	1037722	639974	24	94856	1121879	58.19	56057	26854	56979.0	8	19	0.0
60	bc2169_SemiBin2	SemiBin_30	bacteria_odb10	4.0	4.0	0.0	0.8	95.2	124	450285	450285	0.000%	3	12.01	0.0	Neural Network (Specific Model)	11	0.868	450285	338.6355611601513	926814	0.7	793	None	790	777	3	kingdom	1.0	0.98	0.0	0.0	0.0	0.85	0.84	True	3	3	3	3	2	2	926814	926814	926814	926814	903355	903355	3	453070	926814	70.02	450285	450285	440842.9	2	2	0.0
61	bc2169_SemiBin2	SemiBin_32	bacteria_odb10	99.2	99.2	0.0	0.8	0.0	124	3263719	3263719	0.000%	1	88.46	0.04	Neural Network (Specific Model)	11	0.889	3263719	291.73194945848377	3263719	0.64	3324	None	3320	3258	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True	1	1	1	1	1	1	3263719	3263719	3263719	3263719	3263719	3263719	1	3263719	3263719	64.25	3263719	3263719	3263719.0	1	1	0.0
62	bc2169_SemiBin2	SemiBin_34	bacteria_odb10	0.0	0.0	0.0	0.0	100.0	124	59099	59099	0.000%	4	3.37	0.0	Neural Network (Specific Model)	11	0.734	59099	133.03554502369667	225711	0.56	422	None	374	50	4	kingdom	1.0	0.13	0.0	0.12	0.27	0.44	0.06	True	4	4	4	4	4	2	225711	225711	225711	225711	225711	143508	4	84409	225711	55.91	59099	33139	62571.3	2	4	0.0
63	bc2169_SemiBin2	SemiBin_35	bacteria_odb10	84.7	84.7	0.0	0.0	15.3	124	2676956	2676956	0.000%	1	78.5	0.25	Neural Network (Specific Model)	11	0.894	2676956	301.9913109180204	2676956	0.62	2647	None	2647	2569	1	kingdom	1.0	0.97	0.0	0.0	0.0	0.78	0.76	True	1	1	1	1	1	1	2676956	2676956	2676956	2676956	2676956	2676956	1	2676956	2676956	62.36	2676956	2676956	2676956.0	1	1	0.0
64	bc2169_SemiBin2	SemiBin_36	bacteria_odb10	0.0	0.0	0.0	0.0	100.0	124	42259	42259	0.000%	6	5.22	0.01	Neural Network (Specific Model)	11	0.735	42259	124.84301075268816	233447	0.57	465	None	445	62	6	kingdom	1.0	0.14	0.0	0.16	0.37	0.49	0.07	True	6	6	6	6	5	1	233447	233447	233447	233447	215789	62975	6	62975	233447	57.28	42259	30644	43821.4	3	5	0.0
65	bc2169_SemiBin2	SemiBin_37	bacteria_odb10	0.0	0.0	0.0	0.0	100.0	124	43665	43665	0.000%	7	8.97	0.0	Neural Network (Specific Model)	11	0.625	43665	168.62255965292843	370096	0.58	461	None	375	133	7	kingdom	1.0	0.35	0.0	0.03	0.06	0.46	0.16	True	7	7	7	7	6	1	370096	370096	370096	370096	347908	157376	7	157376	370096	57.85	43665	32012	88119.8	2	6	0.0
66	bc2169_SemiBin2	SemiBin_4	bacteria_odb10	99.2	99.2	0.0	0.0	0.8	124	4792661	4792661	0.000%	1	100.0	0.01	Neural Network (Specific Model)	11	0.894	4792661	328.6157205240175	4792661	0.55	4351	None	4370	4344	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True	1	1	1	1	1	1	4792661	4792661	4792661	4792661	4792661	4792661	1	4792661	4792661	55.06	4792661	4792661	4792661.0	1	1	0.0
67	bc2169_SemiBin2	SemiBin_46	bacteria_odb10	0.0	0.0	0.0	0.0	100.0	124	32116	32116	0.000%	7	3.71	0.0	Neural Network (Specific Model)	11	0.646	32116	159.70890410958904	215058	0.58	292	None	233	65	7	kingdom	0.98	0.27	0.0	0.0	0.0	0.44	0.12	True	7	7	7	7	6	0	215058	215058	215058	215058	190643	0	7	39970	215058	58.06	32116	24415	31913.2	3	7	0.0
68	bc2169_SemiBin2	SemiBin_47	bacteria_odb10	0.8	0.8	0.0	0.0	99.2	124	243321	243321	0.000%	1	6.11	0.0	Neural Network (Specific Model)	11	0.878	243321	310.6478260869565	243321	0.44	230	None	207	188	1	kingdom	1.0	0.91	0.0	0.0	0.0	0.71	0.64	True	1	1	1	1	1	1	243321	243321	243321	243321	243321	243321	1	243321	243321	43.78	243321	243321	243321.0	1	1	0.0
69	bc2169_SemiBin2	SemiBin_49	bacteria_odb10	53.2	53.2	0.0	2.4	44.4	124	2349505	2349505	0.000%	1	44.09	0.01	Neural Network (Specific Model)	11	0.895	2349505	332.0671712393567	2349505	0.67	2114	None	2120	2078	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.78	0.77	True	1	1	1	1	1	1	2349505	2349505	2349505	2349505	2349505	2349505	1	2349505	2349505	67.29	2349505	2349505	2349505.0	1	1	0.0
70	bc2169_SemiBin2	SemiBin_5	bacteria_odb10	97.6	96.0	1.6	1.6	0.8	124	6380935	6380935	0.000%	1	100.0	0.04	Neural Network (Specific Model)	11	0.897	6380935	335.6017559262511	6380935	0.68	5695	None	5747	5672	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.88	0.87	True	1	1	1	1	1	1	6380935	6380935	6380935	6380935	6380935	6380935	1	6380935	6380935	67.75	6380935	6380935	6380935.0	1	1	0.0
71	bc2169_SemiBin2	SemiBin_52	bacteria_odb10	0.0	0.0	0.0	1.6	98.4	124	526866	526866	0.000%	1	7.18	0.0	Neural Network (Specific Model)	11	0.823	526866	275.0132827324478	526866	0.58	527	None	509	466	1	kingdom	1.0	0.92	0.0	0.0	0.0	0.76	0.7	True	1	1	1	1	1	1	526866	526866	526866	526866	526866	526866	1	526866	526866	58.12	526866	526866	526866.0	1	1	0.0
72	bc2169_SemiBin2	SemiBin_54	bacteria_odb10	11.3	11.3	0.0	0.8	87.9	124	836929	836929	0.000%	1	15.47	0.47	Neural Network (Specific Model)	11	0.895	836929	339.179104477612	836929	0.45	737	None	728	692	1	kingdom	1.0	0.95	0.0	0.0	0.0	0.69	0.66	True	1	1	1	1	1	1	836929	836929	836929	836929	836929	836929	1	836929	836929	45.32	836929	836929	836929.0	1	1	0.0
73	bc2169_SemiBin2	SemiBin_57	bacteria_odb10	4.0	4.0	0.0	2.4	93.6	124	96530	96530	0.000%	9	10.02	0.0	Neural Network (Specific Model)	11	0.89	96530	325.9039735099338	662529	0.66	604	None	607	605	9	genus	0.95	0.95	0.13	0.04	0.09	0.9	0.85	True	9	9	9	9	7	5	662529	662529	662529	662529	628391	563929	9	271195	662529	66.24	96530	38232	149206.5	2	6	0.0
74	bc2169_SemiBin2	SemiBin_58	bacteria_odb10	4.0	4.0	0.0	1.6	94.4	124	158287	158287	0.000%	3	6.61	0.0	Neural Network (Specific Model)	11	0.868	158287	292.7344262295082	307800	0.71	305	None	306	297	3	order	0.97	0.94	0.02	0.02	0.05	0.78	0.73	True	3	3	3	3	3	3	307800	307800	307800	307800	307800	307800	3	158287	307800	70.9	158287	73638	117720.4	1	3	0.0
75	bc2169_SemiBin2	SemiBin_64	bacteria_odb10	43.5	43.5	0.0	1.6	54.9	124	301983	301983	0.000%	3	20.92	0.1	Neural Network (Specific Model)	11	0.872	301983	318.9866342648846	901606	0.69	823	None	824	811	3	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.94	True	3	3	3	3	3	3	901606	901606	901606	901606	901606	901606	3	303141	901606	68.87	301983	296482	300563.4	2	3	0.0
76	bc2169_SemiBin2	SemiBin_65	bacteria_odb10	7.3	7.3	0.0	1.6	91.1	124	213395	213395	0.000%	1	6.12	0.0	Neural Network (Specific Model)	11	0.852	213395	312.9742268041237	213395	0.7	194	None	193	192	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.9	0.9	True	1	1	1	1	1	1	213395	213395	213395	213395	213395	213395	1	213395	213395	70.23	213395	213395	213395.0	1	1	0.0
77	bc2169_SemiBin2	SemiBin_66	bacteria_odb10	7.3	7.3	0.0	1.6	91.1	124	74571	74571	0.000%	20	12.1	0.11	Neural Network (Specific Model)	11	0.837	74571	271.2035152636448	1046356	0.74	1081	None	1058	1015	20	kingdom	1.0	0.96	0.0	0.0	0.0	0.94	0.91	True	20	20	20	20	17	10	1046356	1046356	1046356	1046356	980791	752882	20	92509	1046356	73.97	74571	28905	64861.4	7	16	0.0
78	bc2169_SemiBin2	SemiBin_68	bacteria_odb10	5.6	5.6	0.0	3.2	91.2	124	97046	97046	0.000%	8	6.16	0.03	Neural Network (Specific Model)	11	0.855	97046	282.3018108651912	490292	0.74	497	None	488	475	8	kingdom	1.0	0.97	0.0	0.0	0.0	0.91	0.88	True	8	8	8	8	7	4	490292	490292	490292	490292	469078	374309	8	154137	490292	74.47	97046	31373	90678.0	2	6	0.0
79	bc2169_SemiBin2	SemiBin_72	bacteria_odb10	0.0	0.0	0.0	0.8	99.2	124	131266	131266	0.000%	2	4.9	0.0	Neural Network (Specific Model)	11	0.841	131266	294.7488584474886	229640	0.72	219	None	217	209	2	kingdom	1.0	0.96	0.0	0.0	0.0	0.81	0.78	True	2	2	2	2	2	2	229640	229640	229640	229640	229640	229640	2	131266	229640	72.31	131266	98374	117175.6	1	2	0.0
80	bc2169_SemiBin2	SemiBin_8	bacteria_odb10	0.0	0.0	0.0	0.8	99.2	124	41845	41845	0.000%	11	7.42	0.02	Neural Network (Specific Model)	4	0.827	41845	195.28526148969888	442871	0.59	631	None	735	93	11	kingdom	1.0	0.13	0.0	0.11	0.24	0.44	0.06	True	11	11	11	11	8	3	442871	442871	442871	442871	377979	207165	11	90199	442871	58.58	41845	24932	50876.2	4	9	0.0
81	bc2169_SemiBin2	SemiBin_87	bacteria_odb10	18.5	17.7	0.8	2.4	79.1	124	664329	664329	0.000%	3	28.59	0.06	Neural Network (Specific Model)	11	0.908	664329	316.6275684931507	1219179	0.65	1168	None	1171	1155	3	kingdom	1.0	0.99	0.0	0.0	0.0	0.89	0.87	True	3	3	3	3	2	2	1219179	1219179	1219179	1219179	1203420	1203420	3	664329	1219179	65.06	664329	539091	600568.5	1	2	0.0
82	bc2169_SemiBin2	SemiBin_9	bacteria_odb10	98.4	97.6	0.8	1.6	0.0	124	4333778	4333778	0.000%	1	98.97	0.0	Gradient Boost (General Model)	11	0.893	4333778	317.7500614401573	4333778	0.71	4069	None	4081	3929	1	kingdom	1.0	0.96	0.0	0.0	0.0	0.76	0.73	True	1	1	1	1	1	1	4333778	4333778	4333778	4333778	4333778	4333778	1	4333778	4333778	70.92	4333778	4333778	4333778.0	1	1	0.0
83	bc2169_SemiBin2	SemiBin_93	bacteria_odb10	5.6	5.6	0.0	1.6	92.8	124	269156	269156	0.000%	1	7.36	0.01	Neural Network (Specific Model)	11	0.876	269156	311.3596837944664	269156	0.7	253	None	249	248	1	kingdom	1.0	1.0	0.0	0.0	0.0	0.88	0.88	True	1	1	1	1	1	1	269156	269156	269156	269156	269156	269156	1	269156	269156	70.03	269156	269156	269156.0	1	1	0.0
84	bc2169_SemiBin2	SemiBin_95	bacteria_odb10	11.3	11.3	0.0	0.8	87.9	124	636185	636185	0.000%	1	16.96	0.0	Neural Network (Specific Model)	11	0.902	636185	324.86610169491524	636185	0.45	590	None	579	550	1	kingdom	1.0	0.95	0.0	0.0	0.0	0.68	0.65	True	1	1	1	1	1	1	636185	636185	636185	636185	636185	636185	1	636185	636185	45.28	636185	636185	636185.0	1	1	0.0
85	bc2169_lorbin	bin_0	bacteria_odb10	98.4	97.6	0.8	0.8	0.8	124	4667271	4667271	0.000%	1	100.0	0.2	Gradient Boost (General Model)	11	0.891	4667271	328.74721893491125	4667271	0.72	4225	None	4244	4146	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.81	0.79	True	1	1	1	1	1	1	4667271	4667271	4667271	4667271	4667271	4667271	1	4667271	4667271	71.71	4667271	4667271	4667271.0	1	1	0.0
86	bc2169_lorbin	bin_1	bacteria_odb10	99.2	99.2	0.0	0.0	0.8	124	4792661	4792661	0.000%	1	100.0	0.01	Neural Network (Specific Model)	11	0.894	4792661	328.6193978395771	4792661	0.55	4351	None	4370	4344	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True	1	1	1	1	1	1	4792661	4792661	4792661	4792661	4792661	4792661	1	4792661	4792661	55.06	4792661	4792661	4792661.0	1	1	0.0
87	bc2169_lorbin	bin_10	bacteria_odb10	98.4	98.4	0.0	1.6	0.0	124	2935340	2935340	0.000%	2	75.55	0.0	Neural Network (Specific Model)	11	0.878	2935340	307.3418394471026	3944048	0.62	3762	None	3747	3657	2	kingdom	1.0	0.98	0.0	0.0	0.0	0.82	0.81	True	2	2	2	2	2	2	3944048	3944048	3944048	3944048	3944048	3944048	2	2935340	3944048	61.77	2935340	1008708	2442595.2	1	2	0.0
88	bc2169_lorbin	bin_11	bacteria_odb10	100.0	100.0	0.0	0.0	0.0	124	4271679	4271679	0.000%	1	99.9	0.0	Neural Network (Specific Model)	11	0.897	4271679	309.93485105352386	4271679	0.64	4129	None	4147	4053	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.76	0.74	True	1	1	1	1	1	1	4271679	4271679	4271679	4271679	4271679	4271679	1	4271679	4271679	64.45	4271679	4271679	4271679.0	1	1	0.0
89	bc2169_lorbin	bin_12	bacteria_odb10	95.1	93.5	1.6	2.4	2.5	124	483249	483249	0.000%	23	99.84	0.05	Neural Network (Specific Model)	11	0.875	483249	331.6163191840408	7569745	0.73	6667	None	6672	6611	23	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True	23	23	23	23	22	22	7569745	7569745	7569745	7569745	7549094	7549094	23	1773122	7569745	72.53	483249	148012	734777.2	5	15	0.0
90	bc2169_lorbin	bin_13	bacteria_odb10	79.0	79.0	0.0	4.0	17.0	124	1792314	1792314	0.000%	1	98.47	0.46	Neural Network (Specific Model)	11	0.807	1792314	343.17555081734184	1792314	0.35	1407	None	1394	1299	1	kingdom	1.0	0.93	0.0	0.0	0.0	0.78	0.72	True	1	1	1	1	1	1	1792314	1792314	1792314	1792314	1792314	1792314	1	1792314	1792314	35.26	1792314	1792314	1792314.0	1	1	0.0
91	bc2169_lorbin	bin_14	bacteria_odb10	88.7	88.7	0.0	5.6	5.7	124	292962	292962	0.000%	19	94.03	0.8	Gradient Boost (General Model)	11	0.904	292962	315.19241192411926	3849589	0.64	3690	None	3627	3432	19	family	0.77	0.73	0.03	0.81	8.37	0.6	0.44	True	19	19	19	19	19	18	3849589	3849589	3849589	3849589	3849589	3807904	19	626640	3849589	64.17	292962	85813	315235.9	5	14	0.0
92	bc2169_lorbin	bin_15	bacteria_odb10	87.1	87.1	0.0	2.4	10.5	124	344126	344126	0.000%	18	82.05	0.15	Neural Network (Specific Model)	11	0.888	344126	294.2060075093867	3962599	0.64	3995	None	3994	3919	18	order	0.99	0.97	0.14	0.03	0.06	0.95	0.92	True	18	18	18	18	16	15	3962599	3962599	3962599	3962599	3925096	3883299	18	575324	3962599	64.34	344126	108951	337441.4	5	12	0.0
93	bc2169_lorbin	bin_16	bacteria_odb10	83.1	76.6	6.5	3.2	13.7	124	2178884	2178884	0.000%	20	80.19	10.25	Gradient Boost (General Model)	11	0.88	2178884	303.4580171977744	4079775	0.71	3954	None	3975	3831	20	order	0.93	0.9	0.01	0.03	0.06	0.76	0.68	True	20	20	20	20	20	8	4079775	4079775	4079775	4079775	4079775	3664292	20	2178884	4079775	71.07	2178884	45224	1306795.8	1	9	0.0
94	bc2169_lorbin	bin_17	bacteria_odb10	84.6	80.6	4.0	5.6	9.8	124	157450	157450	0.000%	37	81.88	3.19	Neural Network (Specific Model)	11	0.877	157450	313.82424916573973	3848440	0.72	3596	None	3616	3466	37	family	0.89	0.85	0.13	0.03	0.06	0.85	0.72	True	37	37	37	37	32	23	3848440	3848440	3848440	3848440	3756339	3383263	37	336185	3848440	72.47	157450	47240	174472.5	8	25	0.0
95	bc2169_lorbin	bin_18	bacteria_odb10	86.3	83.9	2.4	3.2	10.5	124	180786	180786	0.000%	33	87.91	3.69	Neural Network (Specific Model)	11	0.869	180786	292.00658791458426	4424496	0.55	4402	None	4288	4178	33	kingdom	1.0	0.97	0.0	0.0	0.0	0.89	0.87	True	33	33	33	33	32	28	4424496	4424496	4424496	4424496	4403758	4280140	33	518533	4424496	54.86	180786	71613	217316.2	8	24	0.0
96	bc2169_lorbin	bin_2	bacteria_odb10	100.0	99.2	0.8	0.0	0.0	124	4799065	4799065	0.000%	1	100.0	0.18	Neural Network (Specific Model)	11	0.881	4799065	321.0711363636364	4799065	0.54	4400	None	4330	4241	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.89	0.87	True	1	1	1	1	1	1	4799065	4799065	4799065	4799065	4799065	4799065	1	4799065	4799065	54.35	4799065	4799065	4799065.0	1	1	0.0
97	bc2169_lorbin	bin_20	bacteria_odb10	72.6	72.6	0.0	1.6	25.8	124	3223266	3223266	0.000%	2	76.74	0.19	Neural Network (Specific Model)	11	0.884	3223266	321.2970469021424	3757962	0.55	3454	None	3397	3335	2	kingdom	1.0	0.98	0.0	0.0	0.0	0.88	0.87	True	2	2	2	2	2	2	3757962	3757962	3757962	3757962	3757962	3757962	2	3223266	3757962	54.62	3223266	534696	2840726.8	1	2	0.0
98	bc2169_lorbin	bin_21	bacteria_odb10	61.3	61.3	0.0	1.6	37.1	124	1265498	1265498	0.000%	1	31.64	0.05	Neural Network (Specific Model)	11	0.894	1265498	335.114463176575	1265498	0.69	1127	None	1131	1116	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True	1	1	1	1	1	1	1265498	1265498	1265498	1265498	1265498	1265498	1	1265498	1265498	68.88	1265498	1265498	1265498.0	1	1	0.0
99	bc2169_lorbin	bin_22	bacteria_odb10	54.0	54.0	0.0	16.9	29.1	124	46577	46577	0.000%	67	52.88	0.34	Neural Network (Specific Model)	11	0.87	46577	279.2670361917183	2944688	0.7	3067	None	3038	2935	67	order	0.95	0.92	0.15	0.03	0.06	0.87	0.8	True	67	67	67	67	56	16	2944688	2944688	2944688	2944688	2721381	1303583	67	162842	2944688	69.59	46577	25404	59026.9	20	54	0.0
100	bc2169_lorbin	bin_23	bacteria_odb10	87.9	80.6	7.3	1.6	10.5	124	1146258	1146258	0.000%	10	89.24	23.96	Gradient Boost (General Model)	11	0.889	1146258	326.18046623794214	5470076	0.72	4976	None	5011	4865	10	order	0.91	0.88	0.04	0.03	0.06	0.82	0.72	True	10	10	10	10	10	9	5470076	5470076	5470076	5470076	5470076	5429596	10	1777377	5470076	71.5	1146258	287699	1057849.2	2	6	0.0
101	bc2169_lorbin	bin_24	bacteria_odb10	98.4	82.3	16.1	0.8	0.8	124	5743142	5743142	0.000%	3	99.74	16.23	Neural Network (Specific Model)	11	0.902	5743142	332.6041835576455	6811115	0.66	6167	None	6185	6141	3	genus	0.97	0.96	0.01	0.03	0.06	0.91	0.87	True	3	3	3	3	3	3	6811115	6811115	6811115	6811115	6811115	6811115	3	5743142	6811115	65.98	5743142	592889	4927372.7	1	2	0.0
102	bc2169_lorbin	bin_25	bacteria_odb10	96.0	47.6	48.4	3.2	0.8	124	4702321	4702321	0.000%	2	99.93	42.46	Neural Network (Specific Model)	11	0.894	4702321	337.61295273173727	7369995	0.67	6516	None	6542	6414	2	kingdom	1.0	0.98	0.0	0.0	0.0	0.78	0.77	True	2	2	2	2	2	2	7369995	7369995	7369995	7369995	7369995	7369995	2	4702321	7369995	67.23	4702321	2667674	3965851.7	1	2	0.0
103	bc2169_lorbin	bin_26	bacteria_odb10	99.2	0.8	98.4	0.8	0.0	124	7026580	7026580	0.000%	2	100.0	102.83	Neural Network (Specific Model)	11	0.854	7026580	328.48144167975533	13931372	0.74	12097	None	12176	11908	2	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.91	True	2	2	2	2	2	2	13931372	13931372	13931372	13931372	13931372	13931372	2	7026580	13931372	73.79	7026580	6904792	6966218.3	1	2	0.0
104	bc2169_lorbin	bin_27	bacteria_odb10	65.4	58.1	7.3	7.3	27.3	124	46492	46492	0.000%	125	61.51	13.02	Neural Network (Specific Model)	11	0.849	46492	273.4608391608392	5503849	0.74	5720	None	5629	5439	125	kingdom	1.0	0.97	0.0	0.0	0.0	0.93	0.9	True	125	125	125	125	109	31	5503849	5503849	5503849	5503849	5152001	2376340	125	145641	5503849	74.25	46492	27376	56703.6	39	102	0.0
105	bc2169_lorbin	bin_28	bacteria_odb10	54.8	54.8	0.0	2.4	42.8	124	392651	392651	0.000%	9	50.48	0.08	Neural Network (Specific Model)	11	0.885	392651	291.74630801687766	1871500	0.62	1896	None	1893	1848	9	genus	0.82	0.8	0.07	0.1	0.22	0.82	0.66	True	9	9	9	9	9	7	1871500	1871500	1871500	1871500	1871500	1801911	9	432139	1871500	62.34	392651	74372	329728.4	3	6	0.0
106	bc2169_lorbin	bin_29	bacteria_odb10	47.6	44.4	3.2	4.8	47.6	124	95769	95769	0.000%	12	18.59	3.22	Neural Network (Specific Model)	11	0.866	95769	306.6971496437055	892600	0.68	842	None	843	833	12	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True	12	12	12	12	9	8	892600	892600	892600	892600	836206	787221	12	172533	892600	68.49	95769	48985	102450.2	4	9	0.0
107	bc2169_lorbin	bin_3	bacteria_odb10	97.6	96.8	0.8	1.6	0.8	124	5372283	5372283	0.000%	1	99.98	0.25	Neural Network (Specific Model)	11	0.894	5372283	335.0835770998746	5372283	0.67	4786	None	4789	4684	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.78	0.76	True	1	1	1	1	1	1	5372283	5372283	5372283	5372283	5372283	5372283	1	5372283	5372283	66.79	5372283	5372283	5372283.0	1	1	0.0
108	bc2169_lorbin	bin_31	bacteria_odb10	46.0	44.4	1.6	4.0	50.0	124	2319403	2319403	0.000%	2	49.96	1.76	Neural Network (Specific Model)	11	0.9	2319403	330.2904290429043	2998994	0.66	2727	None	2737	2713	2	class	0.99	0.99	0.02	0.02	0.05	0.89	0.87	True	2	2	2	2	2	2	2998994	2998994	2998994	2998994	2998994	2998994	2	2319403	2998994	65.72	2319403	679591	1947811.2	1	2	0.0
109	bc2169_lorbin	bin_32	bacteria_odb10	50.8	50.0	0.8	5.6	43.6	124	67812	67812	0.000%	56	76.57	2.19	Gradient Boost (General Model)	11	0.876	67812	288.50323834196894	3039973	0.45	3088	None	2938	2760	56	family	0.92	0.86	0.11	0.1	0.22	0.71	0.61	True	56	56	56	56	44	22	3039973	3039973	3039973	3039973	2780145	1978466	56	266204	3039973	44.64	67812	26281	87376.9	14	43	0.0
110	bc2169_lorbin	bin_33	bacteria_odb10	56.5	56.5	0.0	3.2	40.3	124	2324486	2324486	0.000%	5	76.44	0.2	Neural Network (Specific Model)	11	0.894	2324486	305.32504628405184	3867392	0.64	3781	None	3796	3677	5	order	0.96	0.93	0.01	0.03	0.06	0.76	0.71	True	5	5	5	5	5	5	3867392	3867392	3867392	3867392	3867392	3867392	5	2324486	3867392	64.45	2324486	180346	1740068.2	1	3	0.0
111	bc2169_lorbin	bin_34	bacteria_odb10	57.2	54.8	2.4	6.5	36.3	124	123672	123672	0.000%	64	80.27	1.16	Gradient Boost (General Model)	11	0.833	123672	297.2937703583062	5243736	0.7	4912	None	4834	4678	64	kingdom	1.0	0.97	0.0	0.0	0.0	0.86	0.84	True	64	64	64	63	51	38	5243736	5243736	5243736	5236671	4993007	4536979	64	289345	5243736	69.9	123672	38708	133620.9	15	43	0.0
112	bc2169_lorbin	bin_35	bacteria_odb10	50.8	47.6	3.2	0.8	48.4	124	3926655	3926655	0.000%	4	62.27	2.55	Neural Network (Specific Model)	11	0.865	3926655	337.7222359633936	4727672	0.72	4043	None	4040	3978	4	kingdom	1.0	0.98	0.0	0.0	0.0	0.86	0.84	True	4	4	4	4	4	4	4727672	4727672	4727672	4727672	4727672	4727672	4	3926655	4727672	72.14	3926655	548034	3331710.5	1	2	0.0
113	bc2169_lorbin	bin_36	bacteria_odb10	49.2	47.6	1.6	3.2	47.6	124	709004	709004	0.000%	7	55.25	3.17	Neural Network (Specific Model)	11	0.888	709004	329.31602787456444	3188453	0.67	2870	None	2890	2802	7	class	0.98	0.95	0.02	0.03	0.07	0.77	0.74	True	7	7	7	7	7	7	3188453	3188453	3188453	3188453	3188453	3188453	7	1505904	3188453	67.25	709004	158379	975097.0	2	4	0.0
114	bc2169_lorbin	bin_38	bacteria_odb10	37.1	37.1	0.0	1.6	61.3	124	284903	284903	0.000%	2	13.01	0.03	Neural Network (Specific Model)	11	0.901	284903	315.72169811320754	444791	0.65	424	None	422	417	2	class	0.99	0.98	0.02	0.03	0.05	0.9	0.88	True	2	2	2	2	2	2	444791	444791	444791	444791	444791	444791	2	284903	444791	64.85	284903	159888	239964.1	1	2	0.0
115	bc2169_lorbin	bin_39	bacteria_odb10	42.7	38.7	4.0	8.9	48.4	124	70419	70419	0.000%	42	57.01	2.57	Neural Network (Specific Model)	11	0.9	70419	293.2207523770153	2353037	0.67	2419	None	2400	2285	42	genus	0.75	0.72	0.36	0.26	0.66	0.74	0.53	True	42	42	42	42	35	19	2353037	2353037	2353037	2353037	2199728	1574811	42	207261	2353037	67.34	70419	31556	77570.6	13	33	0.0
116	bc2169_lorbin	bin_4	bacteria_odb10	97.6	96.0	1.6	1.6	0.8	124	6266697	6266697	0.000%	1	100.0	0.11	Neural Network (Specific Model)	11	0.899	6266697	332.3341579784414	6266697	0.68	5659	None	5707	5617	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.88	0.86	True	1	1	1	1	1	1	6266697	6266697	6266697	6266697	6266697	6266697	1	6266697	6266697	67.72	6266697	6266697	6266697.0	1	1	0.0
117	bc2169_lorbin	bin_40	bacteria_odb10	38.7	36.3	2.4	2.4	58.9	124	2260646	2260646	0.000%	3	42.77	6.6	Neural Network (Specific Model)	11	0.907	2260646	333.96996996996995	2936523	0.66	2664	None	2674	2652	3	kingdom	1.0	0.99	0.0	0.0	0.0	0.9	0.89	True	3	3	3	3	3	3	2936523	2936523	2936523	2936523	2936523	2936523	3	2260646	2936523	66.09	2260646	498255	1835615.8	1	2	0.0
