	sample	Bin	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp
58	bc2161_lorbin	bin_5	bacteria_odb10	96.0	96.0	0.0	2.4	1.6	124	4444578	4444578	0.000%	1	99.99	0.58	Neural Network (Specific Model)	11	0.901	4444578	342.81585021800464	4444578	0.75	3899	None	3917	3862	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True	1	1	1	1	1	1	4444578	4444578	4444578	4444578	4444578	4444578	1	4444578	4444578	74.66	4444578	4444578	4444578.0	1	1	0.0
59	bc2161_lorbin	bin_6	bacteria_odb10	98.4	96.0	2.4	0.0	1.6	124	4345969	4345969	0.000%	3	99.57	0.24	Neural Network (Specific Model)	11	0.869	4345969	332.81123472551525	6287816	0.73	5483	None	5501	5464	3	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True	3	3	3	3	3	3	6287816	6287816	6287816	6287816	6287816	6287816	3	4345969	6287816	73.37	4345969	1561932	3414764.9	1	2	0.0
60	bc2161_lorbin	bin_7	bacteria_odb10	86.3	85.5	0.8	6.5	7.2	124	217922	217922	0.000%	19	90.17	1.93	Neural Network (Specific Model)	11	0.876	217922	274.0701065619742	3340391	0.41	3566	None	3567	3473	19	kingdom	1.0	0.97	0.0	0.0	0.0	0.9	0.88	True	19	19	19	19	18	16	3340391	3340391	3340391	3340391	3317679	3259157	19	480227	3340391	41.45	217922	103647	254743.3	6	13	0.0
61	bc2161_lorbin	bin_8	bacteria_odb10	87.9	87.9	0.0	0.0	12.1	124	2263026	2263026	0.000%	1	67.26	0.15	Neural Network (Specific Model)	11	0.932	2263026	317.619477006312	2263026	0.68	2218	None	2221	2181	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.8	0.78	True	1	1	1	1	1	1	2263026	2263026	2263026	2263026	2263026	2263026	1	2263026	2263026	67.71	2263026	2263026	2263026.0	1	1	0.0
62	bc2161_lorbin	bin_9	bacteria_odb10	84.7	81.5	3.2	4.8	10.5	124	455476	455476	0.000%	13	82.69	11.92	Neural Network (Specific Model)	11	0.917	455476	308.97066511762995	3468550	0.68	3443	None	3449	3365	13	kingdom	1.0	0.98	0.0	0.0	0.0	0.78	0.76	True	13	13	13	13	13	11	3468550	3468550	3468550	3468550	3468550	3383086	13	1317066	3468550	67.74	455476	91500	701409.1	2	8	0.0
63	bc2162_SemiBin2	SemiBin_1	bacteria_odb10	99.2	99.2	0.0	0.8	0.0	124	6845263	6845263	0.000%	1	100.0	0.0	Neural Network (Specific Model)	11	0.854	6845263	331.8611772711807	6845263	0.74	5878	None	5923	5821	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True	1	1	1	1	1	1	6845263	6845263	6845263	6845263	6845263	6845263	1	6845263	6845263	73.93	6845263	6845263	6845263.0	1	1	0.0
64	bc2162_SemiBin2	SemiBin_3	bacteria_odb10	28.2	27.4	0.8	0.8	71.0	124	2732039	2732039	0.000%	1	38.9	0.05	Neural Network (Specific Model)	11	0.866	2732039	333.8162230671736	2732039	0.73	2367	None	2376	2364	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.96	True	1	1	1	1	1	1	2732039	2732039	2732039	2732039	2732039	2732039	1	2732039	2732039	73.3	2732039	2732039	2732039.0	1	1	0.0
65	bc2162_lorbin	bin_0	bacteria_odb10	99.2	96.8	2.4	0.8	0.0	124	7823068	7823068	0.000%	1	100.0	0.68	Neural Network (Specific Model)	11	0.871	7823068	343.75434355642847	7823068	0.72	6619	None	6627	6527	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.85	0.84	True	1	1	1	1	1	1	7823068	7823068	7823068	7823068	7823068	7823068	1	7823068	7823068	72.12	7823068	7823068	7823068.0	1	1	0.0
66	bc2162_lorbin	bin_1	bacteria_odb10	99.2	97.6	1.6	0.8	0.0	124	4370876	4370876	0.000%	2	99.2	0.22	Neural Network (Specific Model)	11	0.868	4370876	338.2873769024172	6523417	0.72	5585	None	5593	5516	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.86	0.85	True	2	2	2	2	2	2	6523417	6523417	6523417	6523417	6523417	6523417	2	4370876	6523417	72.2	4370876	2152541	3638888.9	1	2	0.0
67	bc2162_lorbin	bin_10	bacteria_odb10	61.3	61.3	0.0	2.4	36.3	124	941250	941250	0.000%	4	79.0	0.41	Neural Network (Specific Model)	11	0.898	941250	337.9393737508328	3383263	0.65	3002	None	3006	2962	4	family	0.93	0.92	0.04	0.02	0.05	0.91	0.83	True	4	4	4	4	4	4	3383263	3383263	3383263	3383263	3383263	3383263	4	1340157	3383263	64.58	941250	902725	1045303.9	2	3	0.0
68	bc2162_lorbin	bin_11	bacteria_odb10	99.2	0.0	99.2	0.8	0.0	124	5922691	5922691	0.000%	2	99.95	97.15	Neural Network (Specific Model)	11	0.866	5922691	309.04229170431955	11834872	0.71	11066	None	11120	10982	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True	2	2	2	2	2	2	11834872	11834872	11834872	11834872	11834872	11834872	2	5922691	11834872	71.47	5922691	5912181	5917440.7	1	2	0.0
69	bc2162_lorbin	bin_12	bacteria_odb10	50.8	40.3	10.5	4.0	45.2	124	211167	211167	0.000%	26	47.19	10.46	Gradient Boost (General Model)	11	0.867	211167	300.9207753898019	2464854	0.7	2373	None	2375	2260	26	order	0.93	0.89	0.07	0.04	0.08	0.77	0.69	True	26	26	26	26	25	11	2464854	2464854	2464854	2464854	2447079	1987490	26	341239	2464854	70.25	211167	34140	187339.4	5	17	0.0
70	bc2162_lorbin	bin_13	bacteria_odb10	43.5	42.7	0.8	0.8	55.7	124	135823	135823	0.000%	8	18.33	0.59	Neural Network (Specific Model)	11	0.841	135823	289.01083032490976	854713	0.72	831	None	832	819	8	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True	8	8	8	8	8	6	854713	854713	854713	854713	854713	786006	8	231114	854713	72.39	135823	65020	144260.8	3	6	0.0
71	bc2162_lorbin	bin_14	bacteria_odb10	37.9	35.5	2.4	1.6	60.5	124	1061221	1061221	0.000%	9	25.05	2.16	Neural Network (Specific Model)	11	0.836	1061221	312.7063326374391	1608707	0.73	1437	None	1438	1403	9	order	0.98	0.96	0.02	0.03	0.05	0.93	0.89	True	9	9	9	9	8	8	1608707	1608707	1608707	1608707	1584327	1584327	9	1061221	1608707	72.5	1061221	60988	726169.3	1	6	0.0
72	bc2162_lorbin	bin_15	bacteria_odb10	26.6	25.8	0.8	2.4	71.0	124	88684	88684	0.000%	38	34.51	7.37	Neural Network (Specific Model)	11	0.842	88684	278.93755102040814	2428714	0.72	2450	None	2453	2411	38	kingdom	1.0	0.98	0.0	0.0	0.0	0.97	0.95	True	38	38	38	38	30	15	2428714	2428714	2428714	2428714	2271620	1710351	38	230605	2428714	72.32	88684	32326	108144.8	9	27	0.0
73	bc2162_lorbin	bin_16	bacteria_odb10	33.9	33.9	0.0	1.6	64.5	124	138469	138469	0.000%	48	52.03	7.76	Neural Network (Specific Model)	11	0.876	138469	345.31665062560154	4902393	0.73	4156	None	4170	4097	48	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True	48	48	48	48	40	23	4902393	4902393	4902393	4902393	4741603	4182026	48	1572051	4902393	72.86	138469	35135	618335.2	5	29	0.0
74	bc2162_lorbin	bin_17	bacteria_odb10	19.3	18.5	0.8	2.4	78.3	124	235605	235605	0.000%	16	19.3	6.12	Neural Network (Specific Model)	11	0.824	235605	291.46624662466246	2351320	0.7	2222	None	2202	2138	16	kingdom	1.0	0.97	0.0	0.0	0.0	0.89	0.87	True	16	16	16	16	14	11	2351320	2351320	2351320	2351320	2304021	2209270	16	546432	2351320	70.15	235605	75721	311962.2	3	10	0.0
75	bc2162_lorbin	bin_18	bacteria_odb10	17.7	17.7	0.0	0.8	81.5	124	325160	325160	0.000%	2	8.19	0.27	Neural Network (Specific Model)	11	0.865	325160	305.8048245614035	482931	0.74	456	None	461	455	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.96	True	2	2	2	2	2	2	482931	482931	482931	482931	482931	482931	2	325160	482931	73.65	325160	157771	270474.9	1	2	0.0
76	bc2162_lorbin	bin_19	bacteria_odb10	15.3	15.3	0.0	1.6	83.1	124	990251	990251	0.000%	1	14.6	0.02	Neural Network (Specific Model)	11	0.845	990251	329.748820754717	990251	0.74	848	None	855	847	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True	1	1	1	1	1	1	990251	990251	990251	990251	990251	990251	1	990251	990251	73.74	990251	990251	990251.0	1	1	0.0
77	bc2162_lorbin	bin_2	bacteria_odb10	97.6	96.8	0.8	0.0	2.4	124	4109129	4109129	0.000%	1	99.89	0.0	Neural Network (Specific Model)	11	0.869	4109129	313.1687253613666	4109129	0.59	3805	None	3874	3808	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.97	0.95	True	1	1	1	1	1	1	4109129	4109129	4109129	4109129	4109129	4109129	1	4109129	4109129	58.94	4109129	4109129	4109129.0	1	1	0.0
78	bc2162_lorbin	bin_20	bacteria_odb10	16.9	16.9	0.0	1.6	81.5	124	1616531	1616531	0.000%	1	23.48	0.11	Neural Network (Specific Model)	11	0.846	1616531	325.201566951567	1616531	0.73	1404	None	1405	1382	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True	1	1	1	1	1	1	1616531	1616531	1616531	1616531	1616531	1616531	1	1616531	1616531	73.37	1616531	1616531	1616531.0	1	1	0.0
79	bc2162_lorbin	bin_21	bacteria_odb10	4.8	4.0	0.8	6.5	88.7	124	48126	48126	0.000%	223	0.01	2.2	Neural Network (Specific Model)	11	0.605	48126	170.60174997834184	9677166	0.57	11543	None	10229	1602	219	kingdom	1.0	0.16	0.0	0.1	0.23	0.41	0.06	True	223	223	223	223	189	68	9677166	9677166	9677166	9677166	8981434	4629655	223	159849	9677166	56.73	48126	26906	53572.9	73	179	0.0
80	bc2162_lorbin	bin_22	bacteria_odb10	9.7	8.1	1.6	2.4	87.9	124	646635	646635	0.000%	2	17.01	3.29	Neural Network (Specific Model)	11	0.851	646635	304.0902527075812	1185073	0.73	1108	None	1119	1076	2	kingdom	1.0	0.96	0.0	0.0	0.0	0.92	0.89	True	2	2	2	2	2	2	1185073	1185073	1185073	1185073	1185073	1185073	2	646635	1185073	73.13	646635	538438	597475.7	1	2	0.0
81	bc2162_lorbin	bin_23	bacteria_odb10	18.5	18.5	0.0	1.6	79.9	124	53961	53961	0.000%	5	7.17	0.0	Neural Network (Specific Model)	11	0.845	53961	284.7732793522267	248678	0.73	247	None	242	238	5	order	0.98	0.96	0.16	0.02	0.04	0.81	0.78	True	5	5	5	5	5	2	248678	248678	248678	248678	248678	130070	5	76109	248678	73.04	53961	29275	54622.8	2	5	0.0
82	bc2162_lorbin	bin_24	bacteria_odb10	9.7	9.7	0.0	0.0	90.3	124	206101	206101	0.000%	3	9.1	0.47	Neural Network (Specific Model)	11	0.844	206101	299.1195652173913	390470	0.71	368	None	362	354	3	kingdom	1.0	0.98	0.0	0.0	0.0	0.97	0.95	True	3	3	3	3	3	3	390470	390470	390470	390470	390470	390470	3	206101	390470	70.83	206101	91270	152317.1	1	3	0.0
83	bc2162_lorbin	bin_25	bacteria_odb10	0.0	0.0	0.0	0.0	100.0	124	117903	117903	0.000%	1	2.58	0.0	Neural Network (Specific Model)	4	0.886	117903	795.3409090909091	117903	0.73	44	None	100	93	1	kingdom	1.0	0.93	0.0	0.0	0.0	0.98	0.91	True	1	1	1	1	1	1	117903	117903	117903	117903	117903	117903	1	117903	117903	72.99	117903	117903	117903.0	1	1	0.0
84	bc2162_lorbin	bin_26	bacteria_odb10	12.1	12.1	0.0	0.0	87.9	124	308225	308225	0.000%	1	6.5	0.0	Neural Network (Specific Model)	11	0.864	308225	303.4778156996587	308225	0.74	293	None	294	290	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.96	True	1	1	1	1	1	1	308225	308225	308225	308225	308225	308225	1	308225	308225	73.66	308225	308225	308225.0	1	1	0.0
85	bc2162_lorbin	bin_27	bacteria_odb10	24.2	24.2	0.0	0.8	75.0	124	76118	76118	0.000%	25	24.64	2.04	Neural Network (Specific Model)	11	0.83	76118	299.2279151943463	1832531	0.73	1698	None	1700	1664	25	kingdom	1.0	0.98	0.0	0.0	0.0	0.96	0.94	True	25	25	25	25	24	15	1832531	1832531	1832531	1832531	1808237	1479096	25	221460	1832531	73.17	76118	40901	107928.4	7	19	0.0
86	bc2162_lorbin	bin_28	bacteria_odb10	12.1	12.1	0.0	2.4	85.5	124	221418	221418	0.000%	5	8.56	0.0	Neural Network (Specific Model)	11	0.865	221418	297.2016129032258	382469	0.71	372	None	369	355	5	kingdom	1.0	0.96	0.0	0.0	0.0	0.77	0.74	True	5	5	5	5	4	2	382469	382469	382469	382469	367598	290207	5	221418	382469	70.94	221418	29654	149390.4	1	4	0.0
87	bc2162_lorbin	bin_29	bacteria_odb10	5.6	5.6	0.0	0.8	93.6	124	201066	201066	0.000%	1	6.81	0.01	Neural Network (Specific Model)	11	0.844	201066	304.2956989247312	201066	0.72	186	None	184	179	1	kingdom	0.99	0.97	0.0	0.0	0.0	0.93	0.9	True	1	1	1	1	1	1	201066	201066	201066	201066	201066	201066	1	201066	201066	71.89	201066	201066	201066.0	1	1	0.0
88	bc2162_lorbin	bin_3	bacteria_odb10	100.0	96.8	3.2	0.0	0.0	124	6996673	6996673	0.000%	1	100.0	0.12	Neural Network (Specific Model)	11	0.877	6996673	344.4294602320498	6996673	0.73	5947	None	5975	5934	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True	1	1	1	1	1	1	6996673	6996673	6996673	6996673	6996673	6996673	1	6996673	6996673	73.49	6996673	6996673	6996673.0	1	1	0.0
89	bc2162_lorbin	bin_30	bacteria_odb10	8.9	8.9	0.0	2.4	88.7	124	59291	59291	0.000%	9	8.44	0.16	Neural Network (Specific Model)	11	0.848	59291	305.21888412017165	501931	0.72	466	None	470	454	9	kingdom	1.0	0.97	0.0	0.0	0.0	0.96	0.93	True	9	9	9	9	8	4	501931	501931	501931	501931	478374	330931	9	153262	501931	71.95	59291	30488	80654.9	3	7	0.0
90	bc2162_lorbin	bin_31	bacteria_odb10	7.3	6.5	0.8	1.6	91.1	124	1138102	1138102	0.000%	11	19.86	0.25	Neural Network (Specific Model)	11	0.867	1138102	349.0074404761905	1620613	0.72	1344	None	1339	1302	11	kingdom	1.0	0.97	0.0	0.0	0.0	0.87	0.84	True	11	11	11	11	10	4	1620613	1620613	1620613	1620613	1598986	1383035	11	1138102	1620613	72.22	1138102	42104	817997.4	1	6	0.0
91	bc2162_lorbin	bin_32	bacteria_odb10	11.3	11.3	0.0	4.8	83.9	124	42327	42327	0.000%	27	14.24	0.16	Neural Network (Specific Model)	11	0.853	42327	273.5542747358309	997150	0.59	1041	None	1054	986	27	family	0.97	0.91	0.13	0.02	0.04	0.77	0.7	True	27	27	27	27	21	4	997150	997150	997150	997150	883733	244513	27	66374	997150	58.84	42327	24887	42425.4	10	22	0.0
92	bc2162_lorbin	bin_33	bacteria_odb10	7.3	7.3	0.0	0.8	91.9	124	28318	28318	0.000%	4	6.92	0.01	Neural Network (Specific Model)	11	0.877	28318	290.87401574803147	125867	0.72	127	None	121	116	4	kingdom	1.0	0.96	0.0	0.0	0.0	0.86	0.83	True	4	4	4	4	2	1	125867	125867	125867	125867	88784	60466	4	60466	125867	72.23	28318	13798	41238.9	2	4	0.0
93	bc2162_lorbin	bin_35	bacteria_odb10	4.0	4.0	0.0	2.4	93.6	124	31530	31530	0.000%	19	7.63	0.01	Neural Network (Specific Model)	11	0.867	31530	273.31028368794324	530864	0.68	564	None	557	537	19	kingdom	1.0	0.96	0.0	0.0	0.0	0.96	0.92	True	19	19	19	19	14	0	530864	530864	530864	530864	439774	0	19	38766	530864	67.81	31530	20693	29622.3	8	16	0.0
94	bc2162_lorbin	bin_36	bacteria_odb10	1.6	1.6	0.0	4.8	93.6	124	40779	40779	0.000%	81	6.52	4.52	Neural Network (Specific Model)	4	0.741	40779	209.04888888888888	3019342	0.59	3600	None	3016	586	81	kingdom	1.0	0.19	0.0	0.1	0.21	0.42	0.08	True	81	81	81	80	62	15	3019342	3019342	3019342	3011118	2632133	937254	81	90166	3019342	59.27	40779	22968	43702.8	28	66	0.0
95	bc2162_lorbin	bin_37	bacteria_odb10	4.0	4.0	0.0	0.0	96.0	124	705072	705072	0.000%	1	10.33	0.04	Neural Network (Specific Model)	11	0.822	705072	310.5425361155698	705072	0.74	623	None	628	611	1	kingdom	1.0	0.97	0.0	0.0	0.0	0.93	0.9	True	1	1	1	1	1	1	705072	705072	705072	705072	705072	705072	1	705072	705072	73.63	705072	705072	705072.0	1	1	0.0
96	bc2162_lorbin	bin_38	bacteria_odb10	4.0	4.0	0.0	2.4	93.6	124	49053	49053	0.000%	19	7.47	0.15	Neural Network (Specific Model)	11	0.817	49053	297.72131147540983	796305	0.72	732	None	698	650	19	family	0.93	0.87	0.16	0.06	0.14	0.72	0.63	True	19	19	19	19	16	5	796305	796305	796305	796305	746894	360206	19	85341	796305	71.6	49053	28485	51765.3	6	15	0.0
97	bc2162_lorbin	bin_39	bacteria_odb10	1.6	1.6	0.0	1.6	96.8	124	498942	498942	0.000%	2	16.0	0.77	Neural Network (Specific Model)	11	0.887	498942	292.4059633027523	860168	0.69	872	None	861	403	2	kingdom	1.0	0.47	0.0	0.0	0.0	0.47	0.22	True	2	2	2	2	2	2	860168	860168	860168	860168	860168	860168	2	498942	860168	69.37	498942	361226	441108.4	1	2	0.0
98	bc2162_lorbin	bin_4	bacteria_odb10	96.0	95.2	0.8	1.6	2.4	124	719805	719805	0.000%	8	99.7	0.05	Neural Network (Specific Model)	11	0.888	719805	328.8664613661814	3961234	0.73	3572	None	3602	3505	8	kingdom	1.0	0.97	0.0	0.0	0.0	0.83	0.81	True	8	8	8	8	8	8	3961234	3961234	3961234	3961234	3961234	3961234	8	1118797	3961234	72.58	719805	165029	762724.0	3	6	0.0
99	bc2162_lorbin	bin_40	bacteria_odb10	1.6	1.6	0.0	3.2	95.2	124	1453457	1453457	0.000%	14	28.4	3.63	Neural Network (Specific Model)	11	0.839	1453457	317.6254716981132	2403058	0.75	2120	None	2145	2101	14	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True	14	14	14	14	13	9	2403058	2403058	2403058	2403058	2383626	2233294	14	1453457	2403058	75.17	1453457	51335	921206.5	1	8	0.0
100	bc2162_lorbin	bin_41	bacteria_odb10	0.8	0.8	0.0	7.3	91.9	124	50414	50414	0.000%	120	2.25	6.66	Neural Network (Specific Model)	4	0.751	50414	202.7767105068716	5420175	0.58	6767	None	5978	984	119	kingdom	1.0	0.16	0.0	0.1	0.23	0.42	0.07	True	120	120	120	120	102	41	5420175	5420175	5420175	5420175	5033556	2791414	120	101480	5420175	57.86	50414	26192	54335.8	40	96	0.0
101	bc2162_lorbin	bin_48	bacteria_odb10	1.6	1.6	0.0	0.8	97.6	124	39634	39634	0.000%	8	2.89	0.01	Neural Network (Specific Model)	4	0.855	39634	584.2335766423357	279915	0.76	137	None	258	250	8	kingdom	1.0	0.97	0.0	0.0	0.0	0.95	0.92	True	8	8	8	8	5	2	279915	279915	279915	279915	214965	116402	8	58971	279915	75.57	39634	22653	41188.2	3	7	0.0
102	bc2162_lorbin	bin_49	bacteria_odb10	5.6	5.6	0.0	1.6	92.8	124	58669	58669	0.000%	13	9.09	0.09	Neural Network (Specific Model)	11	0.837	58669	276.9309210526316	600852	0.73	608	None	607	575	13	kingdom	1.0	0.95	0.0	0.0	0.0	0.78	0.74	True	13	13	13	13	8	3	600852	600852	600852	600852	485637	319844	13	153579	600852	72.82	58669	22815	78178.0	3	11	0.0
103	bc2162_lorbin	bin_5	bacteria_odb10	92.7	91.1	1.6	5.6	1.7	124	239601	239601	0.000%	28	94.13	0.09	Gradient Boost (General Model)	11	0.855	239601	295.21572734196496	5423962	0.54	5252	None	5249	5152	28	kingdom	1.0	0.98	0.0	0.0	0.0	0.89	0.87	True	28	28	28	28	25	23	5423962	5423962	5423962	5423962	5366822	5284335	28	941778	5423962	53.71	239601	107432	410950.7	6	19	0.0
104	bc2162_lorbin	bin_50	bacteria_odb10	1.6	1.6	0.0	1.6	96.8	124	42896	42896	0.000%	21	13.12	0.33	Neural Network (Specific Model)	11	0.87	42896	285.54232804232805	742166	0.72	756	None	753	713	21	order	0.93	0.88	0.1	0.08	0.18	0.74	0.65	True	21	21	21	21	14	3	742166	742166	742166	742166	609726	196771	21	74268	742166	71.57	42896	20418	42697.1	7	17	0.0
105	bc2162_lorbin	bin_51	bacteria_odb10	2.4	2.4	0.0	1.6	96.0	124	137848	137848	0.000%	14	14.94	0.34	Neural Network (Specific Model)	11	0.849	137848	318.8726163234172	1473642	0.74	1311	None	1315	1290	14	kingdom	1.0	0.98	0.0	0.0	0.0	0.96	0.94	True	14	14	14	14	14	9	1473642	1473642	1473642	1473642	1473642	1275864	14	317775	1473642	74.04	137848	42035	158314.3	4	11	0.0
106	bc2162_lorbin	bin_52	bacteria_odb10	0.8	0.8	0.0	3.2	96.0	124	36113	36113	0.000%	118	0.12	3.63	Neural Network (Specific Model)	11	0.588	36113	159.87706317586796	4253092	0.57	5271	None	4692	670	113	kingdom	1.0	0.14	0.0	0.09	0.18	0.42	0.06	True	118	118	118	118	88	15	4253092	4253092	4253092	4253092	3591126	1062722	118	157490	4253092	56.85	36113	24143	45284.7	41	98	0.0
107	bc2162_lorbin	bin_56	bacteria_odb10	2.4	2.4	0.0	1.6	96.0	124	97795	97795	0.000%	1	3.82	0.0	Neural Network (Specific Model)	11	0.866	97795	310.7912087912088	97795	0.72	91	None	91	88	1	kingdom	1.0	0.97	0.0	0.0	0.0	0.74	0.71	True	1	1	1	1	1	1	97795	97795	97795	97795	97795	97795	1	97795	97795	71.86	97795	97795	97795.0	1	1	0.0
108	bc2162_lorbin	bin_57	bacteria_odb10	2.4	2.4	0.0	0.0	97.6	124	177279	177279	0.000%	1	4.53	0.0	Neural Network (Specific Model)	11	0.908	177279	321.91616766467064	177279	0.72	167	None	165	161	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.76	0.74	True	1	1	1	1	1	1	177279	177279	177279	177279	177279	177279	1	177279	177279	71.57	177279	177279	177279.0	1	1	0.0
109	bc2162_lorbin	bin_58	bacteria_odb10	0.8	0.8	0.0	0.0	99.2	124	39964	39964	0.000%	5	3.37	0.0	Neural Network (Specific Model)	11	0.81	39964	276.638418079096	180885	0.7	177	None	164	158	5	kingdom	1.0	0.96	0.0	0.0	0.0	0.91	0.88	True	5	5	5	5	4	1	180885	180885	180885	180885	160726	63736	5	63736	180885	69.89	39964	20159	42545.2	2	5	0.0
110	bc2162_lorbin	bin_59	bacteria_odb10	2.4	2.4	0.0	0.0	97.6	124	182525	182525	0.000%	1	3.36	0.0	Neural Network (Specific Model)	11	0.819	182525	319.8076923076923	182525	0.73	156	None	154	153	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True	1	1	1	1	1	1	182525	182525	182525	182525	182525	182525	1	182525	182525	73.25	182525	182525	182525.0	1	1	0.0
111	bc2162_lorbin	bin_6	bacteria_odb10	87.1	86.3	0.8	0.0	12.9	124	5330649	5330649	0.000%	1	71.51	0.0	Neural Network (Specific Model)	11	0.879	5330649	335.04563959717166	5330649	0.72	4667	None	4665	4644	1	kingdom	1.0	1.0	0.0	0.0	0.0	0.94	0.94	True	1	1	1	1	1	1	5330649	5330649	5330649	5330649	5330649	5330649	1	5330649	5330649	72.34	5330649	5330649	5330649.0	1	1	0.0
112	bc2162_lorbin	bin_60	bacteria_odb10	0.0	0.0	0.0	0.0	100.0	124	57054	57054	0.000%	5	3.81	0.01	Neural Network (Specific Model)	11	0.831	57054	273.45714285714286	240640	0.74	245	None	245	236	5	order	0.97	0.94	0.02	0.05	0.1	0.76	0.72	True	5	5	5	5	4	2	240640	240640	240640	240640	218737	140623	5	83569	240640	74.25	57054	36996	57256.0	2	4	0.0
113	bc2162_lorbin	bin_61	bacteria_odb10	4.0	4.0	0.0	0.8	95.2	124	55747	55747	0.000%	7	6.47	0.0	Neural Network (Specific Model)	11	0.861	55747	296.22727272727275	249302	0.74	242	None	243	240	7	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True	7	7	7	7	4	2	249302	249302	249302	249302	189573	138330	7	82583	249302	74.14	55747	21588	49978.1	2	6	0.0
114	bc2162_lorbin	bin_62	bacteria_odb10	3.2	3.2	0.0	1.6	95.2	124	306543	306543	0.000%	1	7.2	0.0	Neural Network (Specific Model)	11	0.835	306543	282.25742574257424	306543	0.71	303	None	299	290	1	kingdom	1.0	0.97	0.0	0.0	0.0	0.94	0.91	True	1	1	1	1	1	1	306543	306543	306543	306543	306543	306543	1	306543	306543	71.27	306543	306543	306543.0	1	1	0.0
115	bc2162_lorbin	bin_63	bacteria_odb10	1.6	1.6	0.0	1.6	96.8	124	60674	60674	0.000%	8	6.65	0.0	Neural Network (Specific Model)	11	0.823	60674	265.6560975609756	395090	0.73	410	None	396	383	8	kingdom	1.0	0.97	0.0	0.0	0.0	0.81	0.78	True	8	8	8	8	7	3	395090	395090	395090	395090	374732	221084	8	97004	395090	72.78	60674	28771	59784.3	3	7	0.0
116	bc2162_lorbin	bin_64	bacteria_odb10	0.8	0.8	0.0	0.8	98.4	124	248810	248810	0.000%	5	5.38	0.0	Neural Network (Specific Model)	11	0.869	248810	298.9282178217822	416202	0.74	404	None	403	398	5	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True	5	5	5	5	4	3	416202	416202	416202	416202	395363	365522	5	248810	416202	74.28	248810	29841	168343.6	1	4	0.0
117	bc2162_lorbin	bin_65	bacteria_odb10	3.2	3.2	0.0	2.4	94.4	124	110251	110251	0.000%	16	23.67	0.1	Neural Network (Specific Model)	11	0.873	110251	352.54745098039217	1540606	0.74	1275	None	1282	1248	16	kingdom	1.0	0.97	0.0	0.0	0.0	0.96	0.94	True	16	16	16	16	13	8	1540606	1540606	1540606	1540606	1475976	1288094	16	706129	1540606	73.75	110251	36373	362834.2	2	11	0.0
118	bc2162_lorbin	bin_66	bacteria_odb10	6.5	6.5	0.0	4.0	89.5	124	81800	81800	0.000%	33	17.68	0.57	Neural Network (Specific Model)	11	0.84	81800	298.4646529562982	1653768	0.74	1556	None	1545	1504	33	kingdom	1.0	0.97	0.0	0.0	0.0	0.95	0.93	True	33	33	33	33	26	12	1653768	1653768	1653768	1653768	1500400	1058161	33	187700	1653768	74.03	81800	25598	77175.9	8	26	0.0
